language|level|text
hiligaynon|1|Lantawa! Naga butlaw na ang adlaw. Naga huni na ang mga pispis. Mga bata nga babae handa na mag hampang. Hambal ni Chunu, "Brrr, kalamig! Hambal naman ni Munu, huo sobra ka lamig. Hambal ni Chunu, Ako maga suksok sang madamol nga bayu para ma proteksyunan ang akun kaugalingon sa lamig. Diin ang akun mainit nga kalo? Hambal ni Chunu. Ari lang d kahapon auh. Sa diin nato nag kadto subong? Hindi ko makitaan ang aqun madamol nga medyas! Gahibi nga Munu. Diin na ang akun madamol nga medyas? Malamig na ang akun nga tiil, naga palamingod na! Akun man, hambal ni Munu sa iya nga utod nga babae. Brrr, grabe ka lamig. Malamig gd yah! Sila nga duwa naga kurog. Hindi ko makita ang akun madamol nga kalo. Hindi ko makita ang akun madamol nga medyas. Hindi ko makita tanan. Hambal ni Chunu. Sa diin ko to gn butang ayhan ang akun bayu man? Hambal ni Munu. Ari gale ang akun mainit nga jacket. Hambal ni Chunu. Apang diin ang iban ko nga bayu? Chunu pagtulok diri, paghibi ni Munu. Paglantaw sa buslot. Ato ang akun madamol nga medyas. Ato ang imuh madamol nga kalo. Si Chunu kag Munu nag lantaw sa sulod sang buho. Ila gn kuha ang ila medyas kag madamol nga kalo kag sila naglakat pangita sang ila iban nga mga butang. Pagtapos sila maga hampang.
hiligaynon|1|Walo ka mga kikik. Pito ka mga alibangbang. Anum ka mga bibi. Lima ka mga otter. Apat ka mga kabayo. Tatlo ka mga baka. Duha ka mga leon. Isa ka elepante.
hiligaynon|1|Nakita ko ang asul nga alibangbang nga gapamaypay para mag babay nakita ko ang dalag nga bubuyog nga nagainum sang tsa-a Nakita ko ang pula nga isda sa pinggan. Nakita ko ang lagtom nga paka nakahampang upod sang tutoy Nakita ko ang duag kabugaw nga pato nga naga hingyo sa akon sang kaayuhan. Nakita ko ang tapol nga bulak nga nagasaot upod sang tataro. Nakita ko ang duag abuhon kg itom nga kuring nga nagasuksuk sang dalag nga kalo. Nakita ko ang duag abuhon kag ilom nga ilaga nga nagapanago sa marabilyas nga balay. Nakita ko ang pula kag itom nga singgalong nga nagasuksuk sang tapol nga medyas. Nakita ko ang berdi nga manlot nga naga basa sang itom kag puti nga dyaryo. Nakita ko ang itom kag tapol nga kanding nga naga balsa sa pula nga bangka. Nakita ko and berdi kag ilom nga buaya nga nagayuhom sang daku sa akon. Nakita ko ang itom kag tagum nga man. og nga nagakaon sang tunga ka cake. Nakita ko ang pula kag dalag nga munga nga naga sulat gamit sang lapis Nakita ko ang itom kg dalag nga tigre nga naka tindog sa tubig. Nakita ko sang akon duha ka itom nga mata ang tanan nga du-ag samtang naga lupad.
hiligaynon|1|Si Tema kag ang iya nga mga abyan ang naga tuon sa Pagbag o sang Klima. Ang ila maestra nag pa ubra sa ila sang modelo. "Idal a nyo ina sa skwelhan sa sunod nga semana. May ara kita nga Pagpakita kag Paghambal," iya gin hambal. "Ako maga buhat sang pahangin sa uma," says Winston. "Ako magabuhat sang solar panel," ambal ni Sandeep. "Naisip ko nga mag ubra sang coral reef," ambal ni Kali. Si Tema ay na excite. Siya ay naluyag mag ubra sang mga bagay. Apang ano bala ang iya himuon? Sang sya nag puli, Si Tema nag pangita sa iya dako nga kahon sang kun ano ang may ara digto. Siya gapangita sang idiya. "Pwede ka ka istorya sa bao," suhistyon ni Lolo Bu. "Ang bao wala man sang maubra sa pag bag o sang klima," ambal ni Tema. " Sa tood lang may ara," ambal ni Bu. " "Kaisa ang baras sa balay sang bao ay naga init. Kung amo ang matabo kalabanan sang mga bata ay babaye." "Indi ina insakto," ambal ni Tema. "Dapat may ara man ikaw nga lalaki nga bao." "Huo, may ara," kadlaw ni Bu. "Ambala pa ako sang iba," ambal ni Tema. "Amo man ang dagat nga magainit," ambal ni Bu. Si Tema nag pati. Iya mab ina nabal an sa eskwelahan. "Mabudlay sa bao ang mag pangita sang pagkaon sa mainit nga tubig," ambal ni Bu. "Kaluoy sang bao," ambal ni Tema. "Hindi bala manami nga magutuman." "May ihambal ako nga ikaw maganamian," ambal ni Bu. "Ang bao perme nagabalik sa baybay pag sila magabata. "Dira sila naga pangitlog." Si Tema may nadumduman nga gin hambal sang iya maestra. "Apang ang tubig nagasaka. Paano kung may ara nga bagyo? Ang baybay basi maga dula," ambal ni Tema. "Sakto ina. Ang bao may posibilidad nga hindi makita ang ila puluy an," ambal ni Bu. "Hindi," ambal ni Tema. "Kaagi naman ako nga nadula. Nahadlukan ako." Si Tema na pa isip sang hinali. "Salamat, Bu," ambal niya. "Subong bal an ko na ang pagabuhaton sa Ipakita kag Ihambal." Sa mga masunod nga inadlaw, Si Tema nag pungko sa salog. Siya nag pang drawing … nag pangpilo … nag pang dukot kag nag pinta … asta … Ta-da! Gin butang sang mahinay ni Tema sa iya bag ang iya modelo. Hindi sya makahulat mag istorya sa iya abyan sang tungkol sa bao. "Maayo nga pag panglakaton Tema," tawag ni Bu. Nag bangitit si Tema. Amo ini ang pinaka maayo nga Pagpakita kag paghambal.
hiligaynon|1|"Isa ka manami nga adlaw," siling ni Mamang. "Bugtaw na Nicholas." "Kamusta ka adlaw" siling ni Nicholas. "Maayong aga mga pis-pis." "Maanyag nga adlaw subong," hambal ni Papang. "Didto ta mag salo-salo kaon sa gawas tapad sang suba." "Pwedi ko ba updon amigo ko nga si Jacob? pamangkot ni Nicholas. "Indi ko pag kalimti. Gusto ko man magsali sa salo-salo!" hambal sang gamay nga kabayo. "Ako man gusto ko man mag upod!" siling sang ido. Upod di sa amon," siling sang mga pis-pis. "Paunahay ta ninyo palakat didto sa may kahoy," hambal ni Nicholas. "Ako nadaog, ako nadaog," siling sang asno. "Indi man ni patas," hambal ni Nicholas. "Ara timo abi apat ka tiil." "Tan awa ano pwedi ko mahimo," hambal ni Nicholas. "Pustaanay, indi mo ni kaya himuon," siling ni Jacob. "Diri na ta mag kaon salo-salo", siling sang Papang "Unahay naman ta sa tubig," hambal ni Jacob "Dali na kamo diri kag magkaon," siling sang Mamang "Oras na para magpuli kita," siling sang Mamang. "Lisensya ka na kay Jacob kay mapuli na ta."
hiligaynon|1|May ara nga dako nga cake si domdom Ginkihad ni Dom Dom ang cake walo ka parte Isa ka bilog para kay lola Isa ka bilog para kay lolo Isa ka bilog para kay illoy. Isa ka bilog para kay tatay Isa ka bilog para kay Tiya Isa ka bilog para kay Tiyo Isa ka bilog para kay Utod. Isa ka bilog para kay Dom Dom Lola, lolo, iloy, tatay, tiya at tiyo nagkaon sang cake Nagkaon sang cake ang mag ulutod
hiligaynon|1|Si Bubu naga istar sa isa ka uma. Nagamasakit siya. Si mama niya nagapangita sa iya. Sin o maninlo sang balay? Sin o maobra sa talamnan? Sin o maluto sang pagkaon? Sin o manglaba sang mga bayo? Maobra ako sa talamnan. Maninlo ako sang amun blay. Maluto ako sang amun pagkaon Manglaba ako sang mga bayo Sin o mabantay sng bata? Kami tanan mabantay sang bata.
hiligaynon|1|Priyanka Ajanta Guhathakurta Mahilig sa mga duag si Oso. Subong, duag-yellow ang iya dulunggan. Subang, mailom ang duag sang iya tiyan. Subong, pula ang duag sang iya baba. Subong, asul ang duag sang iya mga kamot. Subong, berde ang duag sang iya buli. Subong, rosas ang duag sang iya mga batiis. Subong, maduagon si Oso! Hala, indi! Diin na ang iya mga duag?
hiligaynon|1|Mag-abyan sanday Kasag kag Isda. May duha ka matahum nga mata si Kasag. May malapad nga ikog si Isda. Madamo sang tiil si Kasag. Walang sang paa si Isda. Nagatakilid kon maglakat si Kasag. Ginaswalik-waslik ni Isda ang iya ikog agud makalangoy. Naglangoy si Isda pakadto kay Kasag. Malipayon nga naghampang sanday Kasag kag Isda. Ginkalingawan nanday Kasag kag Isda ang maglagaw sa malapad nga dagat. Ang
hiligaynon|1|Ginhanda ni Leo ang iya mga dala pakadto sa eskwelahan. Nangayo sya sang mga paho sa iya Nanay bag-o sya magpadulong sa eskwelahan. "Pila ka pano ang gusto mo?" pamangkot sang iya nanay. "Siyam ka bilog," sabat ni Keo. Ginsugo sang iya nanay si Keo nga magkuha sang siyam ka mga paho. Gindul-ong na si Keo sang iya manang padulong sa eskwelahan. Gin-uyatan si Keo sang iya manang panaog sa ila hagdanan. Siyam ka halintang padulong sa ila eskwelahan. Gilayon nga nagsulod si Keo sa ila kwarto sang nakaabot ini sa eskwelahan. Gin-isip ni Keo kag sang iya kaabyanan ang mga paho: 1. ..2. ..3. ..4. ..5. ..6. ..7. ..8. ..9. May tag-isa ka paho ang iya mga abyan. Ang sugilanon pangbata nga ini ang may bulig gikan sa mga pumuluyo sang USA paagi sa
hiligaynon|1|May duha ka mga batiis ang pispis. May duha man ka mga batiis ang tulabong. May apat ka mga batiis ang baka. May apat man ka mga batiis ang elepante. May anum ka mga batiis ang kikik. May anum man ka mga batiis ang aninipot. May walo ka mga kamoy ang damang. May walo man ka mga kamoy ang pugita.
hiligaynon|1|Tion na para magtanom sang humay​ Kag Ang akon amay nagamit sang arado para aradohon ang amon taramnan Gin usar man ni tatay ang labay para labayon ang dalayrikan Gin gamit man ni tatay ang sadol para hagbason ang hilamon sakahon Si manong naman ya nagamit sang pala agod hagbasan ang mga hilamon kahon Si manang naman ya nag osar sang pisaw para kanalan ang talamnan Gn gamit man ninanay ang binangon para utdon ang punta sang palay Gin gamit ya man ang binangon para hagbasan ang mga hilamon sa kahon Kag Sa tion sang tig alani tanan nag gamit sang garab para mag garab
hiligaynon|1|Ang leon naga dalagan. Ang baka naga lakat. Ang pato naga langoy. Ang otter naga kamang. Ang elepante naga dala sang kahoy. Naga byahe ang kabayo Naga slide ang man-og naga lupad ang pispis Ang mga pispis, man-og, elepante, leon, baka, kabayo otter kag ang pispis
